    1    1    1        0.7869053783        0.0000000000
    1    1    2       -0.2407323806        0.0000000000
    1    1    3       -0.0074297539        0.0000000000
    1    1    4       -0.0222989799        0.0000000000
    1    1    5        0.0008158358        0.0000000000
    1    1    6        0.0012516879        0.0000000000
    1    1    7       -0.0219495249        0.0000000000
    1    1    8       -0.0070517868        0.0000000000
    1    1    9       -0.2405428031        0.0000000000
    1    1   10       -0.2120555395        0.0000000000
    1    1   11       -0.0334875189        0.0000000000
    1    1   12       -0.0355000046        0.0000000000
    1    1   13       -0.0005486614        0.0000000000
    1    1   14       -0.0016481373        0.0000000000
    1    1   15        0.0001338576        0.0000000000
    1    1   16        0.0001979593        0.0000000000
    1    1   17       -0.0016226901        0.0000000000
    1    1   18       -0.0005212556        0.0000000000
    1    1   19       -0.0355172713        0.0000000000
    1    1   20       -0.0333805869        0.0000000000
    1    2    1       -0.2407323806        0.0000000000
    1    2    2        0.7270627597        0.0000000000
    1    2    3       -0.0081577606        0.0000000000
    1    2    4       -0.0252103443        0.0000000000
    1    2    5        0.0028177629        0.0000000000
    1    2    6        0.0023915401        0.0000000000
    1    2    7       -0.0247617125        0.0000000000
    1    2    8       -0.0078869249        0.0000000000
    1    2    9       -0.2719058360        0.0000000000
    1    2   10       -0.2405428031        0.0000000000
    1    2   11       -0.0378394530        0.0000000000
    1    2   12       -0.0402496839        0.0000000000
    1    2   13       -0.0006026022        0.0000000000
    1    2   14       -0.0018631521        0.0000000000
    1    2   15        0.0004363519        0.0000000000
    1    2   16        0.0003745916        0.0000000000
    1    2   17       -0.0018307017        0.0000000000
    1    2   18       -0.0005828617        0.0000000000
    1    2   19       -0.0401448876        0.0000000000
    1    2   20       -0.0378558955        0.0000000000
    1    3    1       -0.0074297539        0.0000000000
    1    3    2       -0.0081577606        0.0000000000
    1    3    3        0.9929045543        0.0000000000
    1    3    4       -0.0034362571        0.0000000000
    1    3    5       -0.0561927330        0.0000000000
    1    3    6       -0.0560616375        0.0000000000
    1    3    7       -0.0028379646        0.0000000000
    1    3    8       -0.0065435593        0.0000000000
    1    3    9       -0.0078869249        0.0000000000
    1    3   10       -0.0070517868        0.0000000000
    1    3   11       -0.0011467048        0.0000000000
    1    3   12       -0.0011966408        0.0000000000
    1    3   13       -0.0005240467        0.0000000000
    1    3   14       -0.0002535715        0.0000000000
    1    3   15       -0.0085448095        0.0000000000
    1    3   16       -0.0085249698        0.0000000000
    1    3   17       -0.0002100732        0.0000000000
    1    3   18       -0.0004839111        0.0000000000
    1    3   19       -0.0011809050        0.0000000000
    1    3   20       -0.0011152941        0.0000000000
    1    4    1       -0.0222989799        0.0000000000
    1    4    2       -0.0252103443        0.0000000000
    1    4    3       -0.0034362571        0.0000000000
    1    4    4        0.9964732606        0.0000000000
    1    4    5       -0.0202035195        0.0000000000
    1    4    6       -0.0203250986        0.0000000000
